model,question_id,scenario,benchmark,score
gemini-3.1-pro-preview-thinking-medium,6716260eae3149088ed859b9,hle,validate_csv,1
qwen3-4b,671683479e5d26a2905120dc,hle,validate_csv,0
gpt-5,671683479e5d26a2905120dc,hle,validate_csv,0
gemini-2.5-pro-nothinking,671683479e5d26a2905120dc,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6716260eae3149088ed859b9,hle,validate_csv,0
gpt-4.1,671590d09f939ab157188104,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671683479e5d26a2905120dc,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671683479e5d26a2905120dc,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671683479e5d26a2905120dc,hle,validate_csv,0
gpt-4.1,671683479e5d26a2905120dc,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671683479e5d26a2905120dc,hle,validate_csv,0
gpt-5.2,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-32b,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-14b,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-8b,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-235b-a22b,671683479e5d26a2905120dc,hle,validate_csv,0
gpt-5,6716260eae3149088ed859b9,hle,validate_csv,1
gpt-5.2,671590d09f939ab157188104,hle,validate_csv,0
qwen3-235b-a22b,6716260eae3149088ed859b9,hle,validate_csv,0
qwen3.5-plus,671683479e5d26a2905120dc,hle,validate_csv,0
openai/o3-mini-2025-01-31,671683479e5d26a2905120dc,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67169465a4566d624a446240,hle,validate_csv,0
qwen3-30b-a3b,671683479e5d26a2905120dc,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671683479e5d26a2905120dc,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67169465a4566d624a446240,hle,validate_csv,0
qwen3-4b,67151b015fc8ee8feaa3538c,hle,validate_csv,0
qwen3-14b,67169465a4566d624a446240,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67172e73e42c7644e4f00e1f,hle,validate_csv,0
gemini-2.5-flash,671683479e5d26a2905120dc,hle,validate_csv,0
qwen3-30b-a3b,67169465a4566d624a446240,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-30b-a3b,67172e73e42c7644e4f00e1f,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,67169465a4566d624a446240,hle,validate_csv,0
gemini-2.5-pro-nothinking,67172e73e42c7644e4f00e1f,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67172e73e42c7644e4f00e1f,hle,validate_csv,1
qwen3-4b,67169465a4566d624a446240,hle,validate_csv,0
gpt-5.2,67169465a4566d624a446240,hle,validate_csv,0
gpt-4.1,67172e73e42c7644e4f00e1f,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67169465a4566d624a446240,hle,validate_csv,0
gemini-2.5-flash,67169465a4566d624a446240,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67169465a4566d624a446240,hle,validate_csv,0
qwen3-4b,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6716260eae3149088ed859b9,hle,validate_csv,0
qwen3-max,67169465a4566d624a446240,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67169465a4566d624a446240,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67179df13b2ae86833ab4b0f,hle,validate_csv,1
qwen3.5-plus,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671683479e5d26a2905120dc,hle,validate_csv,0
gpt-5.2,67172e73e42c7644e4f00e1f,hle,validate_csv,0
gemini-2.5-pro-nothinking,67169465a4566d624a446240,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-32b,67172e73e42c7644e4f00e1f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-32b,67169465a4566d624a446240,hle,validate_csv,0
qwen3-max,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-30b-a3b,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67172e73e42c7644e4f00e1f,hle,validate_csv,0
gemini-2.5-flash,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-8b,67169465a4566d624a446240,hle,validate_csv,0
gpt-5.2,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3.5-plus,67169465a4566d624a446240,hle,validate_csv,0
gpt-4.1,67169465a4566d624a446240,hle,validate_csv,0
qwen3-14b,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67179df13b2ae86833ab4b0f,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67179df13b2ae86833ab4b0f,hle,validate_csv,1
qwen3-32b,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-max,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-4b,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67179df13b2ae86833ab4b0f,hle,validate_csv,0
gpt-4.1,67179df13b2ae86833ab4b0f,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67179df13b2ae86833ab4b0f,hle,validate_csv,0
openai/o3-mini-2025-01-31,67169465a4566d624a446240,hle,validate_csv,0
qwen3-14b,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67172e73e42c7644e4f00e1f,hle,validate_csv,0
qwen3.5-plus,67179df13b2ae86833ab4b0f,hle,validate_csv,1
gemini-2.5-pro-nothinking,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-8b,67179df13b2ae86833ab4b0f,hle,validate_csv,0
gemini-2.5-flash,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-14b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
openai/o3-mini-2025-01-31,67179df13b2ae86833ab4b0f,hle,validate_csv,0
qwen3-30b-a3b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gpt-5.2,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-235b-a22b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,1
openai/gpt-4o-2024-08-06,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67169465a4566d624a446240,hle,validate_csv,0
gpt-4.1,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6717a17cd1f6e4b18387d6c9,hle,validate_csv,1
qwen3-max,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-32b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
openai/o3-mini-2025-01-31,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-4b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6717a17cd1f6e4b18387d6c9,hle,validate_csv,1
gemini-2.5-flash,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6717a3b32bfc3643c75ac338,hle,validate_csv,1
qwen3-8b,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gemini-2.5-pro-nothinking,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
qwen3-30b-a3b,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3.5-plus,6717a17cd1f6e4b18387d6c9,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gpt-5,6717a17cd1f6e4b18387d6c9,hle,validate_csv,1
qwen3-max,6717a3b32bfc3643c75ac338,hle,validate_csv,1
gpt-4.1,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-32b,6717a3b32bfc3643c75ac338,hle,validate_csv,1
gemini-3.1-flash-lite-preview,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67179df13b2ae86833ab4b0f,hle,validate_csv,1
qwen3.5-plus,6717a3b32bfc3643c75ac338,hle,validate_csv,1
gemini-3.1-flash-lite-preview,6717a3b32bfc3643c75ac338,hle,validate_csv,1
qwen3-14b,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-235b-a22b,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-4b,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
gpt-4.1,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gpt-5.2,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
gemini-2.5-pro-nothinking,6717a3b32bfc3643c75ac338,hle,validate_csv,1
qwen3-14b,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
gpt-5,6717a3b32bfc3643c75ac338,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen3-30b-a3b,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
openai/o3-mini-2025-01-31,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-8b,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
gemini-2.5-flash,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gemini-2.5-flash,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6717a3b32bfc3643c75ac338,hle,validate_csv,0
openai/o3-mini-2025-01-31,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen3-8b,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gpt-5.2,6717a3b32bfc3643c75ac338,hle,validate_csv,0
gemini-2.5-pro-nothinking,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-14b,6717cfeee8995e9e60504f33,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen3.5-plus,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
qwen3-4b,6717a3b32bfc3643c75ac338,hle,validate_csv,0
qwen3-max,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6717a17cd1f6e4b18387d6c9,hle,validate_csv,0
gpt-5.2,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
gpt-5.2,6717cfeee8995e9e60504f33,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3-14b,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen3-30b-a3b,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6718d2c20bcda71f53b0fe55,hle,validate_csv,1
qwen3-max,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6717cfeee8995e9e60504f33,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6717cfeee8995e9e60504f33,hle,validate_csv,0
gemini-2.5-flash,6717cfeee8995e9e60504f33,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-8b,6717cfeee8995e9e60504f33,hle,validate_csv,0
gpt-4.1,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6717cfeee8995e9e60504f33,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
gemini-2.5-pro-nothinking,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen3.5-plus,6718d2c20bcda71f53b0fe55,hle,validate_csv,1
qwen3-30b-a3b,67192b9472c6fd14e759e369,hle,validate_csv,0
gpt-4.1,67192b9472c6fd14e759e369,hle,validate_csv,0
gemini-2.5-pro-nothinking,67192b9472c6fd14e759e369,hle,validate_csv,0
gpt-4.1,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3-4b,6717cfeee8995e9e60504f33,hle,validate_csv,0
gpt-5.2,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-32b,6718d2c20bcda71f53b0fe55,hle,validate_csv,1
qwen3-8b,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-32b,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3.5-plus,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen3-14b,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6717cfeee8995e9e60504f33,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-30b-a3b,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3.5-plus,67192b9472c6fd14e759e369,hle,validate_csv,1
qwen3-14b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-8b,67192b9472c6fd14e759e369,hle,validate_csv,0
gemini-2.5-flash,67192b9472c6fd14e759e369,hle,validate_csv,0
openai/gpt-4o-2024-05-13,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-30b-a3b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-32b,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-4b,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-32b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
gpt-4.1,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67192b9472c6fd14e759e369,hle,validate_csv,0
openai/o3-mini-2025-01-31,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3.5-plus,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
gpt-5,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-14b,6719f92b62a994eccd9f964b,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-4b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-max,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-max,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3-30b-a3b,6719f92b62a994eccd9f964b,hle,validate_csv,0
gpt-4.1,6719f92b62a994eccd9f964b,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67192d7e0fa7bca6462f63a9,hle,validate_csv,1
qwen3-32b,6717cc3a4d6b1e71cab9bc8c,hle,validate_csv,0
gemini-2.5-pro-nothinking,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-8b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
openai/o3-mini-2025-01-31,6719f92b62a994eccd9f964b,hle,validate_csv,0
gpt-5.2,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,6719f92b62a994eccd9f964b,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-235b-a22b,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
gemini-2.5-flash,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-4b,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-max,67192b9472c6fd14e759e369,hle,validate_csv,0
qwen3-max,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6719f92b62a994eccd9f964b,hle,validate_csv,0
gpt-5.2,67192d7e0fa7bca6462f63a9,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen3-8b,6719f92b62a994eccd9f964b,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-32b,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3.5-plus,6719f92b62a994eccd9f964b,hle,validate_csv,0
openai/o3-mini-2025-01-31,6718d2c20bcda71f53b0fe55,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6719f92b62a994eccd9f964b,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671a246d8479d8185c4d4435,hle,validate_csv,0
gemini-2.5-flash,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-235b-a22b,6719f92b62a994eccd9f964b,hle,validate_csv,0
qwen3-max,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-4b,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-8b,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-32b,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-30b-a3b,671a246d8479d8185c4d4435,hle,validate_csv,0
gpt-5.2,671a246d8479d8185c4d4435,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671a246d8479d8185c4d4435,hle,validate_csv,1
qwen3-14b,671a246d8479d8185c4d4435,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671a567961c380782c9eea17,hle,validate_csv,0
gemini-2.5-flash,671a246d8479d8185c4d4435,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3.5-plus,671a246d8479d8185c4d4435,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,671a567961c380782c9eea17,hle,validate_csv,1
gpt-4.1,671a567961c380782c9eea17,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-32b,671a567961c380782c9eea17,hle,validate_csv,0
gemini-2.5-pro-nothinking,671a567961c380782c9eea17,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671a567961c380782c9eea17,hle,validate_csv,0
qwen3-30b-a3b,671a567961c380782c9eea17,hle,validate_csv,0
openai/o3-mini-2025-01-31,671a246d8479d8185c4d4435,hle,validate_csv,0
openai/o3-mini-2025-01-31,671a567961c380782c9eea17,hle,validate_csv,0
gpt-4.1,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-max,671a567961c380782c9eea17,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-14b,671a567961c380782c9eea17,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671a246d8479d8185c4d4435,hle,validate_csv,0
qwen3-8b,671a567961c380782c9eea17,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671a567961c380782c9eea17,hle,validate_csv,1
gpt-5,671a246d8479d8185c4d4435,hle,validate_csv,0
gpt-5.2,671a567961c380782c9eea17,hle,validate_csv,0
qwen3.5-plus,671a567961c380782c9eea17,hle,validate_csv,1
qwen3-4b,671a567961c380782c9eea17,hle,validate_csv,0
qwen3-14b,671ad37634dde826ba049e91,hle,validate_csv,1
gpt-5.2,671ad37634dde826ba049e91,hle,validate_csv,1
openai/o3-mini-2025-01-31,671ad37634dde826ba049e91,hle,validate_csv,0
gemini-2.5-flash,671a567961c380782c9eea17,hle,validate_csv,0
qwen3-max,671ad37634dde826ba049e91,hle,validate_csv,0
gemini-2.5-pro-nothinking,6717cfeee8995e9e60504f33,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671a567961c380782c9eea17,hle,validate_csv,0
qwen3-235b-a22b,671a567961c380782c9eea17,hle,validate_csv,1
qwen3-30b-a3b,671ad37634dde826ba049e91,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671ad37634dde826ba049e91,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,671a567961c380782c9eea17,hle,validate_csv,0
qwen3.5-plus,671ad37634dde826ba049e91,hle,validate_csv,1
gpt-4.1,671ad37634dde826ba049e91,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671ad37634dde826ba049e91,hle,validate_csv,0
qwen3-8b,671ad37634dde826ba049e91,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671ad37634dde826ba049e91,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671ad37634dde826ba049e91,hle,validate_csv,1
qwen3-4b,671ad37634dde826ba049e91,hle,validate_csv,1
qwen3-32b,671ad37634dde826ba049e91,hle,validate_csv,0
gemini-2.5-pro-nothinking,671ad37634dde826ba049e91,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671ad37634dde826ba049e91,hle,validate_csv,0
gpt-5,671ad37634dde826ba049e91,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671ada4eed3d54e87368bc78,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3-235b-a22b,671ad37634dde826ba049e91,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ad37634dde826ba049e91,hle,validate_csv,0
gpt-5,671a567961c380782c9eea17,hle,validate_csv,1
qwen3-30b-a3b,671ada4eed3d54e87368bc78,hle,validate_csv,0
openai/o3-mini-2025-01-31,671ada4eed3d54e87368bc78,hle,validate_csv,0
gemini-2.5-pro-nothinking,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen3.5-plus,671ada4eed3d54e87368bc78,hle,validate_csv,1
gemini-2.5-pro-nothinking,671ada4eed3d54e87368bc78,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671ada4eed3d54e87368bc78,hle,validate_csv,1
gpt-4.1,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ada4eed3d54e87368bc78,hle,validate_csv,0
gpt-5.2,671ada4eed3d54e87368bc78,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671ada4eed3d54e87368bc78,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen3-4b,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3-14b,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3-32b,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671ad37634dde826ba049e91,hle,validate_csv,1
gemini-3.1-flash-lite-preview,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3-30b-a3b,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen3-8b,671ada4eed3d54e87368bc78,hle,validate_csv,0
openai/o3-mini-2025-01-31,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen3.5-plus,671ae4d6fa568baec7785817,hle,validate_csv,1
gpt-4.1,671ae4d6fa568baec7785817,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671ae4d6fa568baec7785817,hle,validate_csv,0
gpt-5.2,671ae4d6fa568baec7785817,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,671ae4d6fa568baec7785817,hle,validate_csv,1
gemini-2.5-flash,671ad37634dde826ba049e91,hle,validate_csv,0
qwen3-max,671ada4eed3d54e87368bc78,hle,validate_csv,0
gemini-2.5-flash,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3-14b,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen3-14b,671ba19847e34cf4ed747b2d,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-8b,671ae4d6fa568baec7785817,hle,validate_csv,0
gpt-5.2,671ba19847e34cf4ed747b2d,hle,validate_csv,0
openai/gpt-4o-2024-08-06,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-32b,671ae4d6fa568baec7785817,hle,validate_csv,0
gemini-2.5-flash,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,671ae4d6fa568baec7785817,hle,validate_csv,0
gemini-3.1-flash-lite-preview,671ba19847e34cf4ed747b2d,hle,validate_csv,0
gemini-2.5-pro-nothinking,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-4b,671ae4d6fa568baec7785817,hle,validate_csv,0
openai/gpt-4o-2024-05-13,671ae4d6fa568baec7785817,hle,validate_csv,0
openai/o3-mini-2025-01-31,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,671ada4eed3d54e87368bc78,hle,validate_csv,0
qwen3.5-plus,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-4b,671ba19847e34cf4ed747b2d,hle,validate_csv,0
gpt-4.1,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-max,671ae4d6fa568baec7785817,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-30b-a3b,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-32b,671ba19847e34cf4ed747b2d,hle,validate_csv,0
qwen3-max,671ba19847e34cf4ed747b2d,hle,validate_csv,0
